Airline,Source,Destination,Total_Stops,Additional_Info,Date,Month,Year,Arrival_Hour,Arrival_Minute,Departure_Hour,Departure_Minute,Price
5473,3,2,1,1,8,15,5,2019,1,30,17,10,6979.0
5474,1,3,0,2,8,12,5,2019,16,15,16,45,13437.0
5475,4,2,1,1,5,27,3,2019,4,25,11,30,6017.0
5476,4,2,1,1,5,21,3,2019,12,35,7,5,14053.0
5477,3,1,4,0,8,6,3,2019,14,0,11,35,7295.0
5478,4,3,0,1,8,12,6,2019,19,50,18,55,13044.0
5479,4,0,2,0,5,3,5,2019,14,5,11,10,4030.0
5480,1,0,5,2,8,6,3,2019,11,20,8,15,13942.0
5481,4,3,0,1,8,12,5,2019,18,15,6,30,14781.0
5482,8,0,5,0,8,24,3,2019,8,35,5,45,3579.0
5483,1,2,1,2,8,27,5,2019,19,15,22,0,10231.0
5484,3,2,1,1,8,27,5,2019,12,10,6,50,5530.0
5485,4,3,0,1,5,12,5,2019,19,50,14,5,10844.0
5486,1,2,1,1,8,6,6,2019,19,15,8,0,8372.0
5487,4,2,1,1,8,9,3,2019,19,45,6,50,16289.0
5488,1,2,1,2,8,6,5,2019,19,15,22,0,11701.0
5489,7,2,1,1,8,21,3,2019,15,30,6,0,11269.0
5490,6,2,1,1,8,18,5,2019,1,30,13,0,9385.0
5491,4,3,0,1,8,24,5,2019,23,35,17,0,14151.0
5492,4,0,2,0,5,9,4,2019,11,20,8,20,4544.0
5493,4,0,5,1,5,12,3,2019,10,45,20,35,11087.0
5494,3,3,0,0,8,3,6,2019,7,15,4,40,5224.0
5495,3,3,0,0,8,27,6,2019,12,10,9,35,4804.0
5496,1,4,3,1,8,12,3,2019,20,35,5,55,6901.0
5497,6,2,1,1,5,21,3,2019,22,20,14,35,5999.0
5498,10,0,2,0,8,9,4,2019,23,50,21,0,5403.0
5499,4,2,1,2,8,12,6,2019,19,0,5,30,13014.0
5500,4,4,3,0,5,6,5,2019,8,30,7,5,4995.0
5501,4,3,0,1,8,21,5,2019,8,15,6,30,13941.0
5502,4,2,1,2,5,3,6,2019,19,0,21,25,11507.0
5503,6,2,1,1,8,15,6,2019,19,0,8,0,12192.0
5504,6,2,1,1,8,27,5,2019,1,30,18,0,7198.0
5505,3,2,1,0,8,21,6,2019,17,40,14,25,5000.0
5506,8,3,0,0,7,3,4,2019,9,30,6,55,3841.0
5507,4,2,1,1,8,21,3,2019,18,50,13,0,12347.0
5508,10,1,4,0,8,15,6,2019,20,5,17,45,11982.0
5509,4,2,1,2,5,9,5,2019,4,25,5,30,13029.0
5510,4,0,5,1,8,6,3,2019,8,15,20,35,16736.0
5511,3,3,0,0,8,15,4,2019,19,50,17,15,4174.0
5512,8,3,0,0,7,27,6,2019,11,25,9,0,3841.0
5513,4,2,1,1,8,6,3,2019,19,45,19,45,17024.0
5514,3,0,2,0,8,24,5,2019,0,15,21,15,3943.0
5515,3,2,1,1,8,3,6,2019,22,30,11,55,6442.0
5516,1,2,1,2,8,9,3,2019,19,15,7,5,11762.0
5517,8,3,0,0,8,24,4,2019,11,25,9,0,4174.0
5518,3,3,0,0,8,18,6,2019,7,15,4,40,4804.0
5519,6,2,1,1,8,6,6,2019,1,30,14,0,13377.0
5520,4,0,2,0,8,1,4,2019,14,5,11,10,7229.0
5521,3,0,5,0,8,15,3,2019,1,10,22,20,8855.0
5522,6,2,1,1,8,27,6,2019,19,15,10,20,7741.0
5523,4,0,5,1,8,1,3,2019,13,15,8,0,22270.0
5524,6,2,1,1,8,3,6,2019,21,0,8,45,7740.0
5525,1,3,0,2,8,9,6,2019,12,30,9,50,14960.0
5526,4,2,1,1,8,27,3,2019,18,50,9,55,12032.0
5527,1,4,3,0,8,6,3,2019,22,25,21,5,5462.0
5528,4,2,1,1,8,21,3,2019,18,50,19,45,12347.0
5529,1,1,4,0,8,27,3,2019,13,55,11,40,3145.0
5530,4,0,5,1,5,21,3,2019,20,20,11,40,7832.0
5531,3,3,0,0,8,21,6,2019,17,45,15,15,4804.0
5532,3,2,1,1,8,9,3,2019,7,10,2,5,10482.0
5533,4,2,1,1,5,18,5,2019,4,25,11,30,12373.0
5534,6,2,1,1,8,3,3,2019,22,20,7,5,10478.0
5535,4,2,1,2,5,18,5,2019,4,25,9,40,13029.0
5536,1,2,1,1,8,21,3,2019,9,25,12,30,6482.0
5537,4,2,1,1,8,18,5,2019,19,0,9,0,15554.0
5538,6,2,1,1,8,12,6,2019,19,0,8,45,11789.0
5539,3,3,0,1,8,24,3,2019,20,10,14,30,9413.0
5540,1,3,0,1,8,9,6,2019,21,5,16,45,7662.0
5541,6,2,1,1,8,21,5,2019,1,30,19,0,7888.0
5542,0,3,0,1,8,15,5,2019,23,30,7,35,5192.0
5543,6,2,1,1,5,24,6,2019,21,0,10,20,6007.0
5544,4,2,1,1,5,27,5,2019,12,35,10,0,12898.0
5545,1,0,5,2,8,18,3,2019,10,35,8,50,11885.0
5546,10,3,0,1,8,24,3,2019,22,55,17,0,14360.0
5547,1,3,0,2,8,12,5,2019,12,30,16,45,14330.0
5548,6,2,1,1,8,27,3,2019,22,20,13,5,6076.0
5549,8,3,0,0,8,1,3,2019,9,35,6,55,4622.0
5550,4,3,0,1,8,9,5,2019,8,15,21,10,14388.0
5551,6,2,1,1,8,21,5,2019,19,0,8,45,9794.0
5552,3,3,0,0,8,3,6,2019,17,45,15,15,4804.0
5553,4,3,0,1,5,9,5,2019,4,40,21,10,9663.0
5554,2,2,1,1,8,9,5,2019,13,35,7,25,5842.0
5555,6,2,1,1,8,3,3,2019,15,30,7,0,15603.0
5556,3,3,0,0,8,3,3,2019,0,55,22,10,5618.0
5557,3,3,0,0,8,3,3,2019,16,55,14,20,6565.0
5558,8,2,1,1,8,15,4,2019,22,50,17,55,5221.0
5559,4,2,1,2,5,27,6,2019,19,0,9,40,10368.0
5560,1,2,1,1,8,24,6,2019,9,25,20,40,7480.0
5561,4,2,1,2,8,12,6,2019,12,35,11,45,13882.0
5562,3,2,1,1,8,24,6,2019,16,10,6,50,6442.0
5563,3,0,2,0,8,24,6,2019,10,5,7,10,4823.0
5564,8,3,0,0,8,21,5,2019,19,40,17,10,3873.0
5565,4,3,0,1,8,1,5,2019,10,55,17,0,12121.0
5566,3,0,2,0,8,27,4,2019,13,0,10,10,4423.0
5567,1,3,0,0,8,24,6,2019,16,45,14,15,5510.0
5568,4,0,2,0,8,6,4,2019,11,20,8,20,7229.0
5569,4,2,1,1,5,9,6,2019,12,35,19,45,10577.0
5570,4,4,3,0,8,27,3,2019,11,50,10,20,8040.0
5571,4,2,1,1,8,3,6,2019,19,0,13,0,14714.0
5572,4,0,2,0,5,9,6,2019,8,45,6,0,7229.0
5573,6,2,1,2,8,21,3,2019,21,20,7,5,6653.0
5574,3,2,1,1,8,24,6,2019,16,10,5,5,6442.0
5575,3,3,0,0,8,12,5,2019,0,5,21,25,4804.0
5576,1,2,1,2,8,9,5,2019,9,25,13,15,9417.0
5577,4,3,0,1,5,24,5,2019,19,50,18,55,10844.0
5578,4,0,2,0,8,12,5,2019,20,45,17,45,7229.0
5579,4,2,1,1,5,6,3,2019,18,50,9,0,15400.0
5580,3,2,1,1,8,15,6,2019,21,0,8,30,6416.0
5581,1,0,2,0,8,3,4,2019,16,10,13,20,5176.0
5582,3,2,1,1,8,21,3,2019,1,35,16,0,9264.0
5583,6,2,1,1,8,6,6,2019,21,0,9,0,13587.0
5584,8,1,4,0,8,1,5,2019,10,35,8,20,3597.0
5585,0,0,2,0,8,27,4,2019,7,45,4,55,4282.0
5586,4,4,3,0,5,27,6,2019,8,30,7,5,4995.0
5587,3,3,0,0,8,1,6,2019,22,55,20,20,4804.0
5588,4,3,0,1,5,6,5,2019,16,20,6,30,10844.0
5589,4,2,1,1,8,1,6,2019,12,35,21,50,14714.0
5590,4,3,0,1,8,6,6,2019,9,20,21,10,14571.0
5591,4,0,5,1,5,21,3,2019,11,25,11,40,7832.0
5592,4,3,0,1,8,1,4,2019,18,0,20,25,11467.0
5593,4,3,0,1,8,9,5,2019,10,55,17,0,10953.0
5594,3,3,0,0,8,9,3,2019,23,5,20,25,4148.0
5595,8,3,0,0,8,9,5,2019,11,25,9,0,3873.0
5596,3,0,2,0,8,27,4,2019,1,0,22,10,3943.0
5597,0,2,1,1,8,27,3,2019,22,15,16,45,6151.0
5598,10,4,3,1,8,12,3,2019,22,55,8,45,12080.0
5599,4,3,0,1,8,9,5,2019,10,5,20,0,13584.0
5600,3,2,1,1,8,6,5,2019,1,30,11,25,6979.0
5601,0,0,5,0,8,9,3,2019,2,10,23,25,4482.0
5602,3,3,0,1,8,1,4,2019,23,30,18,5,6284.0
5603,3,3,0,1,8,24,5,2019,23,15,19,35,4226.0
5604,3,2,1,1,8,9,3,2019,16,10,6,40,6442.0
5605,4,2,1,1,5,18,5,2019,4,25,19,45,12373.0
5606,4,0,5,1,8,12,3,2019,15,0,5,50,11297.0
5607,1,3,0,2,8,24,5,2019,1,20,10,0,14083.0
5608,4,2,1,0,5,3,6,2019,14,15,11,0,7202.0
5609,6,2,1,1,8,21,3,2019,18,50,9,0,11667.0
5610,4,3,0,1,5,24,5,2019,18,15,18,55,10844.0
5611,1,0,5,1,8,15,3,2019,8,55,11,50,5932.0
5612,6,2,1,1,8,24,6,2019,19,15,8,45,9001.0
5613,4,3,0,1,5,6,6,2019,23,35,17,0,13469.0
5614,3,4,3,0,8,15,6,2019,22,50,21,20,2227.0
5615,3,2,1,1,8,15,5,2019,12,30,7,15,5636.0
5616,6,2,1,2,8,6,6,2019,1,30,15,5,15965.0
5617,3,2,1,1,8,24,6,2019,1,30,20,25,5054.0
5618,6,2,1,1,5,21,3,2019,16,10,7,10,5999.0
5619,3,0,2,0,8,1,5,2019,10,5,7,10,4823.0
5620,8,3,0,1,8,12,6,2019,18,50,11,35,8479.0
5621,10,3,0,1,8,15,5,2019,22,40,7,10,8452.0
5622,4,2,1,1,8,3,6,2019,19,0,8,0,14924.0
5623,1,2,1,2,8,3,6,2019,19,15,19,45,10441.0
5624,6,2,1,1,8,21,5,2019,21,0,6,0,7485.0
5625,4,0,2,0,5,6,6,2019,11,20,8,20,6478.0
5626,4,2,1,2,8,27,5,2019,19,0,13,25,15129.0
5627,3,3,0,1,8,1,5,2019,23,45,19,20,3809.0
5628,4,2,1,1,0,24,6,2019,19,0,8,0,18581.0
5629,3,3,0,0,8,9,6,2019,0,50,22,15,5224.0
5630,3,2,1,1,8,9,5,2019,1,30,17,10,8330.0
5631,1,0,2,0,8,9,6,2019,12,45,10,0,6961.0
5632,4,2,1,1,5,9,6,2019,19,0,8,0,10262.0
5633,3,4,3,0,8,21,6,2019,4,5,2,35,2754.0
5634,6,2,1,1,8,18,5,2019,1,30,15,0,13727.0
5635,2,0,2,0,8,27,4,2019,23,40,20,55,3898.0
5636,4,0,5,1,5,12,3,2019,12,25,22,55,11087.0
5637,0,0,2,0,8,6,4,2019,2,45,23,55,3383.0
5638,4,2,1,1,8,21,3,2019,18,50,17,30,12557.0
5639,4,2,1,2,5,21,3,2019,4,25,6,20,8273.0
5640,1,4,3,2,8,12,3,2019,19,10,10,5,9736.0
5641,4,2,1,1,5,24,6,2019,19,0,17,30,10262.0
5642,4,2,1,2,8,9,4,2019,19,0,5,30,11664.0
5643,3,0,2,0,8,1,5,2019,2,20,23,30,4591.0
5644,4,0,5,1,5,18,3,2019,19,10,14,5,13502.0
5645,1,2,1,1,8,27,6,2019,19,15,13,0,8372.0
5646,1,0,2,0,8,21,4,2019,8,55,6,10,6121.0
5647,10,0,5,0,8,21,3,2019,18,35,16,0,5613.0
5648,3,2,1,1,8,6,4,2019,12,10,6,50,5298.0
5649,4,2,1,1,8,9,3,2019,19,45,2,15,15764.0
5650,0,2,1,1,8,15,6,2019,22,25,7,55,6253.0
5651,4,3,0,1,5,18,5,2019,12,0,5,45,8586.0
5652,4,2,1,2,8,27,3,2019,4,25,6,20,12273.0
5653,3,4,3,0,8,15,5,2019,22,50,21,20,2227.0
5654,4,0,2,0,5,12,6,2019,22,50,19,50,5769.0
5655,10,2,1,0,8,18,4,2019,17,50,14,40,6216.0
5656,3,2,1,1,8,3,6,2019,7,45,2,0,6386.0
5657,6,2,1,1,8,1,6,2019,19,15,10,0,16108.0
5658,8,3,0,0,8,24,5,2019,0,40,22,20,3873.0
5659,3,2,1,1,8,9,4,2019,1,30,10,35,6270.0
5660,1,0,2,0,8,12,4,2019,23,55,21,5,5911.0
5661,6,2,1,1,8,6,3,2019,19,15,9,10,15077.0
5662,4,0,5,1,8,1,3,2019,11,25,20,35,31825.0
5663,8,3,0,1,8,6,5,2019,18,50,11,35,8479.0
5664,10,3,0,1,8,12,5,2019,9,5,7,10,9397.0
5665,4,2,1,1,5,3,6,2019,12,35,9,0,10262.0
5666,3,2,1,0,8,3,4,2019,8,50,5,35,4729.0
5667,4,2,1,1,8,1,6,2019,19,0,17,30,14714.0
5668,3,3,0,0,8,15,5,2019,19,50,17,15,4804.0
5669,3,3,0,0,8,3,6,2019,23,10,20,25,4804.0
5670,1,4,3,0,8,1,4,2019,22,25,21,5,2050.0
5671,6,2,1,1,8,27,3,2019,19,15,7,30,8371.0
5672,6,2,1,1,8,27,6,2019,19,0,10,0,12192.0
5673,7,2,1,1,8,21,3,2019,18,50,6,0,14629.0
5674,3,0,2,0,8,9,4,2019,21,20,18,25,4823.0
5675,6,2,1,1,8,9,5,2019,19,15,13,0,14323.0
5676,4,2,1,2,8,9,5,2019,12,35,13,25,15129.0
5677,3,2,1,1,8,18,5,2019,21,0,6,40,6758.0
5678,6,2,1,1,8,21,5,2019,19,15,9,0,14848.0
5679,1,0,5,2,8,3,3,2019,10,35,6,45,12358.0
5680,4,0,2,0,5,21,5,2019,22,0,18,55,4030.0
5681,1,3,0,0,8,9,3,2019,16,45,14,15,4960.0
5682,1,2,1,2,8,27,3,2019,19,15,16,40,8656.0
5683,3,2,1,1,8,6,3,2019,21,0,9,10,14871.0
5684,2,2,1,1,8,27,3,2019,13,20,6,0,4563.0
5685,3,4,3,0,8,6,3,2019,22,45,21,20,4784.0
5686,3,0,2,0,8,1,6,2019,22,50,20,0,4823.0
5687,10,1,4,0,8,3,5,2019,9,20,7,5,3687.0
5688,4,0,2,0,8,27,4,2019,18,10,15,15,7229.0
5689,4,0,2,0,8,15,4,2019,10,10,7,10,7229.0
5690,1,2,1,1,8,21,4,2019,23,0,6,10,7174.0
5691,1,2,1,2,8,21,3,2019,7,40,6,50,11071.0
5692,3,2,1,1,8,15,5,2019,21,0,4,55,6979.0
5693,3,1,4,0,8,15,5,2019,10,15,7,55,3850.0
5694,4,3,0,1,8,12,6,2019,9,20,20,0,13044.0
5695,4,2,1,1,5,18,5,2019,4,25,20,55,12373.0
5696,1,2,1,2,8,18,5,2019,7,40,13,20,13801.0
5697,3,0,2,0,8,1,6,2019,11,20,8,30,4823.0
5698,1,2,1,1,8,9,6,2019,6,50,5,15,6587.0
5699,3,4,3,0,8,3,6,2019,21,40,20,5,2227.0
5700,4,3,0,1,8,9,6,2019,14,25,17,0,14151.0
5701,1,0,5,2,8,1,3,2019,23,25,8,50,25430.0
5702,8,0,2,0,7,27,6,2019,0,5,21,10,4319.0
5703,1,2,1,1,8,3,3,2019,7,40,4,0,14462.0
5704,4,3,0,1,5,21,5,2019,10,5,6,30,8586.0
5705,1,3,0,1,8,9,6,2019,21,5,9,50,7662.0
5706,4,4,3,0,5,3,5,2019,8,30,7,5,4995.0
5707,6,2,1,1,8,9,6,2019,21,0,9,0,7408.0
5708,4,4,3,0,8,15,3,2019,21,5,19,35,5678.0
5709,4,4,3,0,8,9,6,2019,21,5,19,35,5678.0
5710,4,0,5,1,8,1,3,2019,0,45,8,55,26890.0
5711,1,4,3,2,8,6,3,2019,19,25,6,0,13904.0
5712,4,2,1,2,5,1,6,2019,4,25,20,0,15318.0
5713,10,3,0,1,8,15,5,2019,22,40,20,20,8452.0
5714,3,2,1,1,8,9,6,2019,21,0,10,35,6314.0
5715,1,3,0,1,8,1,5,2019,20,25,10,0,10203.0
5716,8,1,4,0,8,15,6,2019,10,35,8,20,3597.0
5717,6,2,1,1,8,12,6,2019,19,15,10,20,8266.0
5718,4,2,1,1,5,18,5,2019,12,35,21,50,12373.0
5719,4,0,5,1,8,1,3,2019,21,20,14,5,36235.0
5720,3,2,1,1,8,3,3,2019,21,0,8,25,14871.0
5721,4,0,2,0,8,12,4,2019,20,45,17,45,7229.0
5722,3,3,0,0,8,24,4,2019,0,50,22,15,4804.0
5723,3,0,5,0,8,3,3,2019,22,55,20,0,7303.0
5724,6,2,1,1,8,1,6,2019,21,0,11,30,13587.0
5725,6,2,1,1,8,18,5,2019,22,30,14,55,7740.0
5726,3,1,4,0,8,1,3,2019,17,5,14,40,7295.0
5727,6,2,1,1,8,3,3,2019,1,35,18,15,18916.0
5728,6,2,1,1,8,21,5,2019,19,15,12,50,8266.0
5729,4,2,1,1,5,18,5,2019,4,25,2,15,12373.0
5730,6,2,1,1,8,18,5,2019,22,30,13,15,11188.0
5731,4,3,0,1,8,18,5,2019,18,0,9,35,14151.0
5732,4,2,1,1,8,1,6,2019,19,0,8,0,14714.0
5733,4,0,2,0,8,6,4,2019,10,10,7,10,7229.0
5734,4,2,1,1,8,27,3,2019,4,25,9,0,12242.0
5735,4,0,5,1,5,15,3,2019,12,25,7,0,9134.0
5736,3,0,2,0,8,1,5,2019,1,0,22,10,3943.0
5737,1,0,2,0,8,1,6,2019,12,45,10,0,6961.0
5738,4,4,3,2,8,12,3,2019,16,35,8,15,23843.0
5739,8,1,4,0,8,24,5,2019,12,0,9,45,3597.0
5740,6,2,1,1,8,27,6,2019,21,0,13,0,7408.0
5741,8,0,2,0,7,27,5,2019,8,35,5,55,3257.0
5742,8,4,3,0,7,6,5,2019,7,15,5,45,1965.0
5743,6,2,1,1,8,27,3,2019,19,15,6,40,9100.0
5744,1,4,3,0,8,18,6,2019,20,45,19,30,3100.0
5745,4,0,5,1,8,1,3,2019,18,25,8,0,26890.0
5746,4,0,2,0,8,24,6,2019,20,45,17,45,8016.0
5747,1,3,0,1,8,24,3,2019,20,25,20,30,12173.0
5748,3,2,1,1,8,27,5,2019,21,0,4,55,8784.0
5749,3,2,1,1,8,9,5,2019,12,10,6,50,5298.0
5750,4,0,5,1,5,9,3,2019,9,30,8,55,11087.0
5751,8,2,1,1,8,9,6,2019,22,50,17,55,5409.0
5752,2,2,1,1,8,1,5,2019,13,35,7,25,5842.0
5753,4,4,3,0,5,18,3,2019,17,20,15,50,2228.0
5754,8,1,4,0,7,6,5,2019,20,5,17,45,3543.0
5755,3,3,0,1,8,21,5,2019,2,15,21,0,7228.0
5756,3,2,1,1,8,15,4,2019,12,10,5,5,6287.0
5757,6,2,1,1,8,27,6,2019,1,30,13,0,13377.0
5758,3,3,0,0,8,3,3,2019,20,0,17,15,6985.0
5759,1,2,1,1,8,3,6,2019,19,15,13,0,8372.0
5760,1,3,0,2,8,21,5,2019,5,25,9,25,14687.0
5761,4,2,1,0,8,9,3,2019,14,15,11,0,9564.0
5762,10,4,3,1,8,12,3,2019,16,45,8,45,12080.0
5763,6,2,1,2,8,3,6,2019,1,30,17,50,18275.0
5764,3,2,1,1,8,6,6,2019,21,0,7,30,6093.0
5765,4,2,1,2,8,9,3,2019,4,25,5,40,14861.0
5766,3,3,0,0,8,18,5,2019,14,5,11,30,4804.0
5767,4,3,0,1,5,1,5,2019,19,10,20,25,9314.0
5768,6,2,1,1,8,9,5,2019,19,0,8,45,9794.0
5769,4,2,1,2,5,21,5,2019,19,0,5,30,13029.0
5770,8,3,0,0,7,3,6,2019,19,40,17,10,3841.0
5771,4,0,5,1,8,18,3,2019,13,15,8,0,12284.0
5772,4,2,1,1,8,9,6,2019,4,25,21,50,14714.0
5773,4,3,0,1,5,1,4,2019,22,35,6,30,7064.0
5774,4,0,2,0,5,18,5,2019,10,10,7,10,5198.0
5775,4,3,0,1,8,15,5,2019,16,20,6,30,14781.0
5776,1,2,1,2,8,24,6,2019,19,15,20,15,13381.0
5777,1,2,1,0,8,1,6,2019,8,0,5,10,6094.0
5778,3,2,1,1,8,1,6,2019,12,10,6,50,5298.0
5779,6,2,1,1,8,27,6,2019,21,0,10,0,7408.0
5780,4,3,0,1,8,12,5,2019,12,0,21,10,14388.0
5781,1,2,1,2,8,24,6,2019,19,15,19,45,9443.0
5782,1,2,1,2,8,3,3,2019,19,15,7,5,11762.0
5783,1,2,1,1,8,27,6,2019,9,25,12,30,7480.0
5784,3,2,1,0,8,15,3,2019,8,50,5,35,5406.0
5785,4,2,1,0,8,12,6,2019,14,15,11,0,9564.0
5786,4,2,1,2,5,9,6,2019,19,0,9,40,10368.0
5787,3,2,1,1,8,9,5,2019,12,30,7,15,5636.0
5788,8,4,3,0,7,9,5,2019,0,15,22,45,1965.0
5789,4,3,0,1,8,12,6,2019,4,40,21,10,12739.0
5790,3,3,0,0,8,12,3,2019,16,55,14,20,4148.0
5791,3,2,1,1,8,9,5,2019,21,0,6,40,7191.0
5792,4,2,1,1,5,6,6,2019,4,25,7,5,10262.0
5793,10,3,0,1,8,24,3,2019,20,25,9,55,12312.0
5794,4,2,1,1,5,3,6,2019,19,0,18,15,10262.0
5795,4,2,1,0,8,15,6,2019,14,15,11,0,9564.0
5796,4,3,0,1,8,24,3,2019,4,45,6,30,13759.0
5797,10,3,0,1,8,6,5,2019,20,20,17,0,8610.0
5798,4,2,1,1,8,15,6,2019,19,0,13,0,14714.0
5799,3,0,2,0,8,3,6,2019,11,20,8,30,4823.0
5800,0,2,1,1,8,27,5,2019,15,45,7,55,6451.0
5801,4,2,1,1,8,21,5,2019,19,0,14,0,16079.0
5802,4,2,1,0,5,1,6,2019,14,15,11,0,7202.0
5803,3,0,5,0,8,24,3,2019,2,20,23,30,4944.0
5804,8,0,2,0,8,1,6,2019,8,35,5,55,3625.0
5805,4,3,0,1,5,9,5,2019,12,0,14,5,9663.0
5806,6,2,1,1,8,15,5,2019,19,0,10,20,9794.0
5807,8,4,3,0,8,1,5,2019,14,45,13,15,2437.0
5808,6,2,1,1,8,15,6,2019,1,30,10,0,13377.0
5809,4,3,0,1,5,6,6,2019,4,40,20,0,8586.0
5810,4,0,5,1,8,6,3,2019,15,15,8,55,19225.0
5811,4,2,1,1,8,18,5,2019,4,25,22,50,15554.0
5812,4,3,0,1,8,1,5,2019,22,5,9,35,12121.0
5813,3,0,2,0,8,27,5,2019,13,0,10,10,3943.0
5814,4,0,5,1,8,18,3,2019,9,0,21,25,13555.0
5815,3,0,2,0,8,21,6,2019,21,20,18,15,4990.0
5816,1,2,1,1,8,6,3,2019,23,0,20,30,8854.0
5817,6,2,1,1,8,27,5,2019,16,10,7,10,7878.0
5818,10,0,5,0,8,3,3,2019,12,35,9,50,8028.0
5819,4,3,0,1,5,9,5,2019,8,15,18,55,8586.0
5820,1,3,0,2,8,1,5,2019,13,45,17,30,15164.0
5821,4,0,5,1,8,18,3,2019,15,15,7,0,12284.0
5822,4,4,3,0,5,21,6,2019,8,30,7,5,4995.0
5823,6,2,1,1,8,27,5,2019,19,15,8,45,10051.0
5824,4,3,0,1,5,21,5,2019,10,5,14,5,9663.0
5825,1,3,0,2,8,1,5,2019,5,25,7,0,14424.0
5826,4,2,1,1,8,15,6,2019,19,0,10,0,14714.0
5827,1,4,3,0,8,24,5,2019,15,25,13,55,3100.0
5828,3,2,1,1,8,6,6,2019,22,25,17,5,6493.0
5829,4,3,0,1,8,6,6,2019,23,35,6,30,14571.0
5830,4,2,1,2,5,15,6,2019,19,0,5,30,10368.0
5831,4,2,1,1,8,3,6,2019,4,25,15,0,14714.0
5832,8,1,4,0,7,18,5,2019,10,35,8,20,3543.0
5833,0,3,0,1,8,6,6,2019,19,25,7,35,6810.0
5834,8,3,0,0,7,24,3,2019,11,30,9,0,5201.0
5835,6,2,1,1,8,24,6,2019,1,30,17,30,13377.0
5836,7,2,1,1,8,21,3,2019,18,50,7,30,14629.0
5837,3,2,1,1,8,9,4,2019,21,0,7,30,6093.0
5838,6,2,1,3,8,12,6,2019,1,30,11,35,15419.0
5839,1,3,0,2,8,21,5,2019,13,45,16,50,13484.0
5840,1,2,1,1,8,18,5,2019,7,40,21,0,8372.0
5841,1,0,5,2,8,15,3,2019,11,20,8,15,8534.0
5842,4,0,2,0,5,15,5,2019,20,45,17,45,4030.0
5843,4,2,1,2,8,24,6,2019,4,25,9,35,13292.0
5844,4,2,1,2,8,24,6,2019,4,25,5,30,13014.0
5845,1,2,1,1,8,9,3,2019,19,15,8,0,16754.0
5846,3,3,0,0,8,1,3,2019,19,55,17,15,6565.0
5847,4,2,1,1,8,27,5,2019,19,0,22,50,16079.0
5848,4,2,1,2,5,9,5,2019,12,35,21,25,11507.0
5849,10,4,3,1,8,6,3,2019,9,25,7,30,12395.0
5850,3,0,5,1,8,1,3,2019,0,35,19,35,22153.0
5851,4,2,1,2,5,27,6,2019,12,35,6,45,10919.0
5852,4,3,0,1,8,24,3,2019,4,45,21,10,13759.0
5853,1,2,1,0,8,18,4,2019,8,0,5,10,6094.0
5854,1,3,0,2,8,21,5,2019,13,45,9,25,11542.0
5855,4,2,1,2,8,9,6,2019,4,25,6,45,13376.0
5856,4,0,5,1,8,1,3,2019,10,25,11,40,25735.0
5857,4,0,5,1,8,6,3,2019,23,0,22,50,17471.0
5858,4,3,0,1,5,9,6,2019,23,35,16,30,10844.0
5859,1,2,1,1,8,3,6,2019,7,40,19,0,8372.0
5860,3,1,4,0,8,15,6,2019,14,0,11,35,3858.0
5861,3,0,5,0,8,15,3,2019,4,15,1,30,5694.0
5862,4,2,1,1,8,3,3,2019,18,50,18,15,17234.0
5863,4,2,1,2,8,9,4,2019,4,25,9,25,11546.0
5864,10,0,5,0,8,3,3,2019,9,40,7,0,8028.0
5865,4,0,2,0,8,15,6,2019,22,50,19,50,8016.0
5866,1,3,0,1,8,24,5,2019,20,25,20,30,10413.0
5867,1,0,5,2,8,12,3,2019,22,10,11,5,11948.0
5868,4,4,3,0,5,1,4,2019,11,50,10,20,3205.0
5869,3,0,2,0,8,18,5,2019,15,50,13,0,4423.0
5870,10,0,5,0,8,24,3,2019,9,40,7,0,4878.0
5871,3,2,1,1,8,15,4,2019,22,15,17,5,5912.0
5872,1,3,0,2,8,12,5,2019,8,55,5,50,11411.0
5873,6,2,1,1,8,24,6,2019,21,0,7,0,7618.0
5874,4,0,2,0,8,12,4,2019,18,10,15,15,7229.0
5875,3,2,1,1,8,27,6,2019,20,0,15,10,6147.0
5876,4,2,1,2,8,15,6,2019,4,25,18,25,14237.0
5877,3,2,1,1,8,21,3,2019,13,40,7,45,6101.0
5878,1,3,0,2,8,21,5,2019,5,35,16,50,12324.0
5879,10,0,5,1,8,1,3,2019,21,55,6,40,18387.0
5880,4,2,1,1,5,3,6,2019,4,25,16,0,10262.0
5881,4,2,1,1,5,15,6,2019,19,0,9,0,10262.0
5882,4,0,2,0,8,21,4,2019,10,10,7,10,7229.0
5883,0,3,0,0,8,27,6,2019,1,20,22,50,3807.0
5884,6,2,1,1,8,21,3,2019,1,35,15,15,7695.0
5885,1,3,0,2,8,18,5,2019,8,55,5,50,12723.0
5886,8,4,3,0,7,15,5,2019,14,45,13,15,2175.0
5887,3,2,1,1,8,27,5,2019,1,30,9,15,6628.0
5888,4,2,1,2,8,12,6,2019,4,25,14,35,13376.0
5889,3,3,0,0,8,27,3,2019,17,45,15,10,4148.0
5890,4,2,1,2,5,27,3,2019,4,25,5,25,9254.0
5891,4,0,2,0,8,24,6,2019,22,0,18,55,8016.0
5892,4,0,2,0,5,1,5,2019,20,45,17,45,4030.0
5893,4,0,2,0,5,12,5,2019,20,45,17,45,5198.0
5894,0,3,0,0,8,15,4,2019,22,25,19,55,4409.0
